City,Date,PM2.5,PM10,NO,NO2,NOx,NH3,CO,SO2,O3,Benzene,Toluene,Xylene,AQI,AQI_Bucket,Month,Day,DayOfWeek,PM2.5_Lag1,PM10_Lag1,NO2_Lag1,CO_Lag1,f{col}_Roll3
Visakhapatnam,2018-12-17,24.85,42.28,4.73,15.9,12.29,8.39,0.58,2.94,51.06,2.37,3.63,0.52,79.0,Satisfactory,12,17,0,53.03,107.74,22.34,0.61,0.6366666666666665
Visakhapatnam,2018-12-18,5.89,24.42,11.44,36.94,27.3,7.9,0.54,3.65,17.13,3.99,9.58,3.78,61.0,Satisfactory,12,18,1,24.85,42.28,15.9,0.58,0.5766666666666665
Visakhapatnam,2018-12-19,8.6,26.8,5.11,20.6,15.12,7.57,0.46,2.81,37.63,2.44,6.18,1.84,49.0,Good,12,19,2,5.89,24.42,36.94,0.54,0.5266666666666665
Visakhapatnam,2018-12-20,23.79,46.15,5.77,26.7,18.9,9.37,0.5133333333333333,3.45,44.56,2.75,8.54,1.84,53.0,Satisfactory,12,20,3,8.6,26.8,20.6,0.46,0.5044444444444444
Visakhapatnam,2018-12-21,43.75,76.9,4.81,26.77,18.15,10.63,0.5666666666666667,5.41,65.79,3.06,7.18,1.94,75.0,Satisfactory,12,21,4,23.79,46.15,26.7,0.5133333333333333,0.5133333333333332
Visakhapatnam,2018-12-22,63.48,97.28,4.38,29.34,19.17,12.95,0.62,19.89,78.72,2.8,7.91,1.26,91.0,Satisfactory,12,22,5,43.75,76.9,26.77,0.5666666666666667,0.5666666666666665
Visakhapatnam,2018-12-23,86.99,132.35,4.27,32.17,20.58,14.09,0.68,16.675,105.91,0.01,0.01,0.01,158.0,Moderate,12,23,6,63.48,97.28,29.34,0.62,0.6222222222222221
Visakhapatnam,2018-12-24,87.29,141.81,9.4,47.11,32.71,12.32,0.63,13.46,102.54,1.7,3.65,1.35,198.0,Moderate,12,24,0,86.99,132.35,32.17,0.68,0.6433333333333332
Visakhapatnam,2018-12-25,104.71,197.54,18.6,78.37,56.81,12.92,0.91,10.245,113.42,5.25,11.94,3.91,230.0,Poor,12,25,1,87.29,141.81,47.11,0.63,0.7399999999999999
Visakhapatnam,2018-12-26,118.3,193.27,32.54,93.1,75.97,12.4,1.08,7.03,116.49,5.83,11.01,5.12,291.0,Poor,12,26,2,104.71,197.54,78.37,0.91,0.8733333333333332
Visakhapatnam,2018-12-27,111.24,195.18,31.43,79.61,67.9,13.77,0.92,19.05,119.87,5.19,9.34,4.13,276.0,Poor,12,27,3,118.3,193.27,93.1,1.08,0.9699999999999999
Visakhapatnam,2018-12-28,100.63,179.35,10.12,58.23,39.29,14.99,0.73,12.57,115.35,4.04,8.29,2.4,255.0,Poor,12,28,4,111.24,195.18,79.61,0.92,0.9099999999999998
Visakhapatnam,2018-12-29,77.43,137.85,3.76,40.68,24.69,14.13,0.65,17.41,104.11,3.44,5.75,1.69,220.0,Poor,12,29,5,100.63,179.35,58.23,0.73,0.7666666666666666
Visakhapatnam,2018-12-30,70.2,116.5,2.04,21.96,13.33,12.9,0.47,17.86,99.99,2.53,7.21,0.77,152.0,Moderate,12,30,6,77.43,137.85,40.68,0.65,0.6166666666666666
Visakhapatnam,2019-01-01,131.6,278.71,24.58,103.42,74.99,12.25,1.26,31.0,61.02,6.26,10.18,5.23,278.0,Poor,1,1,1,70.2,116.5,21.96,0.47,0.7933333333333333
Visakhapatnam,2019-01-02,132.69,265.78,16.21,92.32,62.29,14.25,1.28,28.06,91.78,5.31,8.93,3.89,298.0,Poor,1,2,2,131.6,278.71,103.42,1.26,1.0033333333333332
Visakhapatnam,2019-01-03,148.04,285.83,25.44,103.9,75.95,16.96,1.38,29.16,93.29,5.72,9.61,4.75,319.0,Very Poor,1,3,3,132.69,265.78,92.32,1.28,1.3066666666666666
Visakhapatnam,2019-01-04,139.55,244.16,30.48,92.53,73.99,15.53,1.25,23.07,106.51,5.24,8.18,3.98,315.0,Very Poor,1,4,4,148.04,285.83,103.9,1.38,1.303333333333333
Visakhapatnam,2019-01-05,116.68,170.85,3.06,40.15,23.83,15.5,0.95,13.47,146.19,3.06,4.47,1.29,299.0,Poor,1,5,5,139.55,244.16,92.53,1.25,1.1933333333333331
Visakhapatnam,2019-01-06,132.1,199.8,12.3,73.49,49.08,14.04,1.12,11.81,99.07,4.12,6.2,1.99,304.0,Very Poor,1,6,6,116.68,170.85,40.15,0.95,1.1066666666666665
Visakhapatnam,2019-01-07,119.16,250.09,17.85,87.59,61.1,13.93,1.2,14.7,60.8,4.78,7.46,2.51,307.0,Very Poor,1,7,0,132.1,199.8,73.49,1.12,1.0899999999999999
Visakhapatnam,2019-01-08,136.86,297.86,41.81,130.26,103.28,15.5,1.51,41.63,72.8,7.45,10.71,4.8,296.0,Poor,1,8,1,119.16,250.09,87.59,1.2,1.2766666666666666
Visakhapatnam,2019-01-09,137.45,285.72,29.95,87.03,70.65,15.99,1.4,21.05,105.07,5.14,7.97,3.39,320.0,Very Poor,1,9,2,136.86,297.86,130.26,1.51,1.3699999999999999
Visakhapatnam,2019-01-10,135.46,227.11,17.84,67.15,50.23,18.86,1.08,16.33,121.45,4.15,7.06,2.42,309.0,Very Poor,1,10,3,137.45,285.72,87.03,1.4,1.3299999999999998
Visakhapatnam,2019-01-11,106.66,161.56,3.3,33.85,20.69,15.22,0.86,11.83,113.11,2.64,4.01,1.12,279.0,Poor,1,11,4,135.46,227.11,67.15,1.08,1.113333333333333
Visakhapatnam,2019-01-12,115.8,203.73,17.74,56.99,44.71,13.85,1.0,17.47,90.12,3.8,6.65,2.31,291.0,Poor,1,12,5,106.66,161.56,33.85,0.86,0.9799999999999999
Visakhapatnam,2019-01-13,120.2,206.55,14.84,57.3,42.55,11.64,1.02,15.43,96.41,4.65,7.12,2.59,280.0,Poor,1,13,6,115.8,203.73,56.99,1.0,0.9599999999999999
Visakhapatnam,2019-01-14,203.05,306.16,20.25,80.39,59.22,16.24,1.71,36.83,83.48,5.91,8.06,3.12,343.0,Very Poor,1,14,0,120.2,206.55,57.3,1.02,1.2433333333333332
Visakhapatnam,2019-01-15,76.5,269.04,18.07,63.35,48.39,10.91,1.24,31.62,64.29,5.73,9.25,4.0,281.0,Poor,1,15,1,203.05,306.16,80.39,1.71,1.3233333333333333
Visakhapatnam,2019-01-16,89.46000000000001,185.07,2.43,17.39,11.22,10.75,0.88,12.0,153.41,2.47,2.87,0.61,226.0,Poor,1,16,2,76.5,269.04,63.35,1.24,1.2766666666666666
Visakhapatnam,2019-01-17,102.42,213.54,5.7,29.75,20.46,12.18,0.96,14.97,128.67,3.05,4.94,1.03,199.0,Moderate,1,17,3,89.46000000000001,185.07,17.39,0.88,1.0266666666666666
Visakhapatnam,2019-01-18,126.4,253.02,16.19,58.08,44.05,11.49,1.12,20.4,109.19,4.08,6.33,1.86,274.0,Poor,1,18,4,102.42,213.54,29.75,0.96,0.9866666666666667
Visakhapatnam,2019-01-19,125.44,228.39,26.37,74.49,61.06,10.36,1.24,31.84,99.66,4.72,7.96,3.32,305.0,Very Poor,1,19,5,126.4,253.02,58.08,1.12,1.1066666666666667
Visakhapatnam,2019-01-20,125.76,267.76,35.02,78.53,70.25,10.11,1.29,20.76,80.84,6.18,9.65,4.29,307.0,Very Poor,1,20,6,125.44,228.39,74.49,1.24,1.2166666666666666
Visakhapatnam,2019-01-21,143.69,283.17,20.65,62.47,50.02,12.72,1.3,26.0,42.56,6.25,12.15,4.08,313.0,Very Poor,1,21,0,125.76,267.76,78.53,1.29,1.2766666666666666
Visakhapatnam,2019-01-22,129.7,254.44,20.44,59.43,48.23,11.0,1.24,16.05,17.55,5.88,9.23,4.31,315.0,Very Poor,1,22,1,143.69,283.17,62.47,1.3,1.2766666666666666
Visakhapatnam,2019-01-23,118.46,137.7,34.77,76.17,68.79,16.81,1.09,19.4,30.27,5.57,9.22,3.82,302.0,Very Poor,1,23,2,129.7,254.44,59.43,1.24,1.21
Visakhapatnam,2019-01-24,115.56,233.08,32.41,47.81,51.88,15.06,1.16,25.46,27.6,6.25,10.66,4.62,281.0,Poor,1,24,3,118.46,137.7,76.17,1.09,1.1633333333333333
Visakhapatnam,2019-01-25,100.56,198.95,52.11,41.78,64.6,12.75,1.1,19.65,7.36,7.45,13.25,6.46,257.0,Poor,1,25,4,115.56,233.08,47.81,1.16,1.1166666666666667
Visakhapatnam,2019-01-26,45.94,56.4,14.33,22.82,23.79,14.3,0.63,7.14,25.44,3.06,6.2,1.84,113.0,Moderate,1,26,5,100.56,198.95,41.78,1.1,0.9633333333333333
Visakhapatnam,2019-01-27,80.45,129.08,2.37,17.27,11.11,17.47,0.78,6.64,69.36,3.23,4.96,0.63,101.0,Moderate,1,27,6,45.94,56.4,22.82,0.63,0.8366666666666666
Visakhapatnam,2019-01-28,85.77,138.65,6.2,42.57,27.67,14.85,0.88,8.47,51.84,3.51,5.42,1.37,196.0,Moderate,1,28,0,80.45,129.08,17.27,0.78,0.7633333333333333
Visakhapatnam,2019-01-29,79.75,127.43,5.36,44.93,28.26,14.54,0.83,8.68,62.36,3.15,4.48,1.34,172.0,Moderate,1,29,1,85.77,138.65,42.57,0.88,0.83
Visakhapatnam,2019-01-30,71.88,117.96,2.97,33.23,20.1,13.49,0.71,10.28,77.3,2.15,3.84,0.87,160.0,Moderate,1,30,2,79.75,127.43,44.93,0.83,0.8066666666666665
Visakhapatnam,2019-01-31,57.58,106.17,2.8,35.5,21.16,11.43,0.7,7.14,89.74,2.11,3.9,0.82,117.0,Moderate,1,31,3,71.88,117.96,33.23,0.71,0.7466666666666666
Visakhapatnam,2019-02-01,53.84,106.93,11.78,51.62,37.03,10.88,0.84,7.87,83.16,2.56,5.05,1.38,116.0,Moderate,2,1,4,57.58,106.17,35.5,0.7,0.7499999999999999
Visakhapatnam,2019-02-02,99.81,212.2,36.94,71.07,67.85,15.66,1.19,11.1,52.71,5.81,8.12,3.69,205.0,Poor,2,2,5,53.84,106.93,51.62,0.84,0.9099999999999998
Visakhapatnam,2019-02-03,85.53,245.56,28.37,65.16,57.72,13.92,1.06,9.32,60.92,4.75,6.65,2.85,205.0,Poor,2,3,6,99.81,212.2,71.07,1.19,1.03
Visakhapatnam,2019-02-04,71.09,144.15,6.02,46.25,29.51,14.77,0.85,5.64,77.64,2.83,4.04,1.24,147.0,Moderate,2,4,0,85.53,245.56,65.16,1.06,1.0333333333333334
Visakhapatnam,2019-02-05,111.01,243.2,40.38,74.52,72.46,16.53,1.32,10.17,49.65,5.4,6.39,2.48,228.0,Poor,2,5,1,71.09,144.15,46.25,0.85,1.0766666666666664
Visakhapatnam,2019-02-06,113.48,275.41,53.82,91.99,92.68,19.22,1.43,29.5,40.99,5.47,8.19,3.23,272.0,Poor,2,6,2,111.01,243.2,74.52,1.32,1.2
Visakhapatnam,2019-02-07,118.36,278.92,58.1,85.31,92.62,22.25,1.57,28.7,53.62,5.47,9.11,2.66,283.0,Poor,2,7,3,113.48,275.41,91.99,1.43,1.4399999999999997
Visakhapatnam,2019-02-08,98.9,221.69,41.61,63.54,67.63,21.33,1.15,18.3,28.17,3.53,5.86,1.72,277.0,Poor,2,8,4,118.36,278.92,85.31,1.57,1.383333333333333
Visakhapatnam,2019-02-09,76.34,140.91,12.42,42.83,32.88,19.15,0.83,13.4,21.97,1.8,4.79,0.5,165.0,Moderate,2,9,5,98.9,221.69,63.54,1.15,1.1833333333333333
Visakhapatnam,2019-02-10,76.17,132.51999999999998,4.18,31.31,20.05,14.0,0.82,5.9,42.82,1.38,1.92,0.58,147.0,Moderate,2,10,6,76.34,140.91,42.83,0.83,0.9333333333333332
Visakhapatnam,2019-02-11,59.05,124.13,3.08,28.13,17.47,12.39,0.68,4.38,65.86,1.2,2.11,0.17,126.0,Moderate,2,11,0,76.17,132.51999999999998,31.31,0.82,0.7766666666666665
Visakhapatnam,2019-02-12,54.84,126.53,3.32,33.09,20.3,11.44,0.72,5.12,69.7,1.36,3.45,0.28,114.0,Moderate,2,12,1,59.05,124.13,28.13,0.68,0.7399999999999999
Visakhapatnam,2019-02-13,59.6,124.4,4.22,33.96,21.5,10.85,0.78,6.52,91.09,1.31,2.38,0.26,122.0,Moderate,2,13,2,54.84,126.53,33.09,0.72,0.7266666666666666
Visakhapatnam,2019-02-14,94.42,178.56,30.85,60.03,57.02,11.61,1.06,8.19,50.52,3.18,3.84,1.07,182.0,Moderate,2,14,3,59.6,124.4,33.96,0.78,0.8533333333333332
Visakhapatnam,2019-02-15,55.03,94.34,3.61,30.02,17.16,10.53,0.74,6.43,59.81,1.47,1.98,0.37,144.0,Moderate,2,15,4,94.42,178.56,60.03,1.06,0.86
Visakhapatnam,2019-02-16,67.33,138.24,24.49,44.68,43.67,10.43,0.86,7.87,37.87,2.11,3.61,0.68,115.0,Moderate,2,16,5,55.03,94.34,30.02,0.74,0.8866666666666666
Visakhapatnam,2019-02-17,50.92,109.68,6.96,34.62,24.08,9.49,0.81,11.06,28.92,1.89,3.65,0.44,109.0,Moderate,2,17,6,67.33,138.24,44.68,0.86,0.8033333333333332
Visakhapatnam,2019-02-18,51.74,100.88,12.68,37.14,30.07,8.91,0.79,20.8,17.83,1.9,3.36,0.64,109.0,Moderate,2,18,0,50.92,109.68,34.62,0.81,0.8199999999999998
Visakhapatnam,2019-02-19,33.27,71.67,6.19,20.37,15.87,8.37,0.68,4.56,15.31,1.43,1.73,0.41,84.0,Satisfactory,2,19,1,51.74,100.88,37.14,0.79,0.7599999999999999
Visakhapatnam,2019-02-20,39.61,86.76,17.41,24.55,27.22,8.72,0.72,5.77,13.42,1.92,4.32,0.62,82.0,Satisfactory,2,20,2,33.27,71.67,20.37,0.68,0.7299999999999999
Visakhapatnam,2019-02-21,51.81,115.7,24.02,36.12,38.74,9.88,0.83,15.92,17.11,2.06,3.88,0.9,98.0,Satisfactory,2,21,3,39.61,86.76,24.55,0.72,0.7433333333333332
Visakhapatnam,2019-02-22,52.8,118.58,10.35,40.23,29.58,10.5,0.67,10.17,28.71,1.87,5.97,0.41,103.0,Moderate,2,22,4,51.81,115.7,36.12,0.83,0.7399999999999999
Visakhapatnam,2019-02-23,51.41,128.17,11.2,47.12,33.81,9.68,0.84,13.49,17.21,2.13,3.96,0.65,118.0,Moderate,2,23,5,52.8,118.58,40.23,0.67,0.7799999999999998
Visakhapatnam,2019-02-24,41.71,144.36,14.69,50.67,38.99,11.17,0.72,33.77,20.74,1.83,4.17,0.46,124.0,Moderate,2,24,6,51.41,128.17,47.12,0.84,0.7433333333333332
Visakhapatnam,2019-02-25,48.26,165.39,16.54,36.7,33.12,14.7,1.11,24.73,12.13,2.47,3.92,0.67,137.0,Moderate,2,25,0,41.71,144.36,50.67,0.72,0.8899999999999998
Visakhapatnam,2019-02-26,52.58,169.83,8.1,28.68,21.83,13.21,0.89,7.1,1.55,2.72,2.85,0.64,148.0,Moderate,2,26,1,48.26,165.39,36.7,1.11,0.9066666666666666
Visakhapatnam,2019-03-02,15.89,52.28,5.49,14.77,11.88,18.19,0.45,4.55,24.44,1.26,1.92,0.59,48.0,Good,3,2,5,52.58,169.83,28.68,0.89,0.8166666666666664
Visakhapatnam,2019-03-03,26.93,69.05,9.16,20.86,18.4,19.16,0.55,6.16,25.91,1.38,2.35,0.44,63.0,Satisfactory,3,3,6,15.89,52.28,14.77,0.45,0.6299999999999999
Visakhapatnam,2019-03-04,27.8,87.02,9.33,24.13,20.15,16.91,0.73,10.33,15.8,1.93,2.6,0.5,78.0,Satisfactory,3,4,0,26.93,69.05,20.86,0.55,0.5766666666666665
Visakhapatnam,2019-03-05,22.27,91.01,11.92,26.61,23.91,15.04,0.67,11.33,12.4,1.54,2.93,0.55,92.0,Satisfactory,3,5,1,27.8,87.02,24.13,0.73,0.6499999999999999
Visakhapatnam,2019-03-06,42.23,111.52,10.3,32.32,25.64,15.18,0.74,14.82,13.43,1.83,3.18,0.6,102.0,Moderate,3,6,2,22.27,91.01,26.61,0.67,0.7133333333333333
Visakhapatnam,2019-03-07,30.85,93.77,7.01,23.55,17.86,13.6,0.67,7.93,20.43,1.58,4.05,0.34,104.0,Moderate,3,7,3,42.23,111.52,32.32,0.74,0.6933333333333332
Visakhapatnam,2019-03-08,33.92,81.68,16.0,29.37,28.39,14.64,0.77,4.45,27.64,1.6,5.19,0.69,81.0,Satisfactory,3,8,4,30.85,93.77,23.55,0.67,0.7266666666666666
Visakhapatnam,2019-03-09,27.95,96.17,26.94,39.08,42.69,9.47,0.86,5.18,13.08,2.69,5.31,1.6,80.0,Satisfactory,3,9,5,33.92,81.68,29.37,0.77,0.7666666666666666
Visakhapatnam,2019-03-10,19.08,75.6,18.0,36.5,34.05,9.02,0.61,12.53,9.47,1.17,4.25,0.37,79.0,Satisfactory,3,10,6,27.95,96.17,39.08,0.86,0.7466666666666666
Visakhapatnam,2019-03-11,21.22,93.11,16.6,42.49,36.09,7.21,0.83,17.44,9.42,1.53,2.28,0.46,74.0,Satisfactory,3,11,0,19.08,75.6,36.5,0.61,0.7666666666666666
Visakhapatnam,2019-03-12,30.96,123.07,15.16,53.94,41.01,6.77,0.71,25.05,14.33,1.85,3.12,0.68,105.0,Moderate,3,12,1,21.22,93.11,42.49,0.83,0.7166666666666665
Visakhapatnam,2019-03-13,42.54,133.44,11.91,51.99,37.33,9.45,0.71,23.47,15.38,1.8,2.69,0.54,121.0,Moderate,3,13,2,30.96,123.07,53.94,0.71,0.7499999999999999
Visakhapatnam,2019-03-14,50.39,159.08,20.49,61.21,49.22,9.92,0.84,25.54,16.02,2.48,5.05,0.67,131.0,Moderate,3,14,3,42.54,133.44,51.99,0.71,0.7533333333333331
Visakhapatnam,2019-03-15,43.56,116.19,10.54,38.18,28.88,10.07,0.72,12.45,22.29,0.88,1.28,0.18,130.0,Moderate,3,15,4,50.39,159.08,61.21,0.84,0.7566666666666665
Visakhapatnam,2019-03-16,28.18,95.94,5.96,25.99,18.67,8.88,0.59,8.67,18.53,0.94,1.5,0.16,107.0,Moderate,3,16,5,43.56,116.19,38.18,0.72,0.7166666666666665
Visakhapatnam,2019-03-17,34.35,105.79,12.83,37.82,30.54,11.04,0.62,13.1,15.39,1.44,2.82,0.2,98.0,Satisfactory,3,17,6,28.18,95.94,25.99,0.59,0.6433333333333332
Visakhapatnam,2019-03-18,30.15,79.98,8.63,29.19,22.42,9.72,0.57,35.88,34.91,1.85,4.34,0.91,98.0,Satisfactory,3,18,0,34.35,105.79,37.82,0.62,0.5933333333333332
Visakhapatnam,2019-03-19,32.39,100.66,13.28,43.73,34.05,9.23,0.68,4.7,21.36,3.68,8.13,2.35,100.0,Satisfactory,3,19,1,30.15,79.98,29.19,0.57,0.6233333333333332
Visakhapatnam,2019-03-20,27.53,72.87,6.94,28.71,20.92,9.03,0.64,9.69,20.53,2.39,9.1,0.92,78.0,Satisfactory,3,20,2,32.39,100.66,43.73,0.68,0.6299999999999999
Visakhapatnam,2019-03-21,23.36,66.43,10.06,29.64,23.95,7.49,0.79,9.32,22.21,4.19,6.98,1.61,74.0,Satisfactory,3,21,3,27.53,72.87,28.71,0.64,0.7033333333333333
Visakhapatnam,2019-03-22,36.33,115.06,16.25,42.43,35.79,8.6,0.96,27.76,10.36,3.94,7.53,1.51,91.0,Satisfactory,3,22,4,23.36,66.43,29.64,0.79,0.7966666666666665
Visakhapatnam,2019-03-23,31.12,105.29,12.4,36.11,29.29,8.76,0.77,11.71,13.51,3.16,6.39,1.52,114.0,Moderate,3,23,5,36.33,115.06,42.43,0.96,0.8399999999999999
Visakhapatnam,2019-03-24,31.06,108.14,15.64,35.72,31.71,7.9,0.87,11.38,10.46,3.76,5.71,1.12,101.0,Moderate,3,24,6,31.12,105.29,36.11,0.77,0.8666666666666666
Visakhapatnam,2019-03-25,36.77,89.98,15.7,35.59,31.69,7.68,0.83,4.85,15.33,2.95,7.09,0.88,99.0,Satisfactory,3,25,0,31.06,108.14,35.72,0.87,0.8233333333333333
Visakhapatnam,2019-03-26,24.49,64.93,13.33,30.89,27.27,6.13,0.7,8.09,8.37,2.08,7.01,0.49,81.0,Satisfactory,3,26,1,36.77,89.98,35.59,0.83,0.7999999999999998
Visakhapatnam,2019-03-27,24.5,76.36,12.35,33.42,27.82,6.14,0.68,10.25,12.09,1.57,3.53,0.51,71.0,Satisfactory,3,27,2,24.49,64.93,30.89,0.7,0.7366666666666665
Visakhapatnam,2019-03-28,30.49,93.56,9.58,33.41,25.56,6.78,0.77,15.85,14.54,1.81,3.06,0.43,87.0,Satisfactory,3,28,3,24.5,76.36,33.42,0.68,0.7166666666666665
Visakhapatnam,2019-03-29,31.8,102.51,9.63,28.23,22.85,7.16,0.83,11.6,15.0,2.38,3.93,0.66,91.0,Satisfactory,3,29,4,30.49,93.56,33.41,0.77,0.7599999999999999
Visakhapatnam,2019-03-30,37.15,104.69,15.62,36.12,31.91,7.17,0.86,12.35,8.66,2.55,5.63,0.76,103.0,Moderate,3,30,5,31.8,102.51,28.23,0.83,0.8199999999999998
Visakhapatnam,2019-03-31,44.75,133.71,18.2,45.4,38.95,7.48,0.88,22.5,8.84,3.16,4.71,0.91,110.0,Moderate,3,31,6,37.15,104.69,36.12,0.86,0.8566666666666665
Visakhapatnam,2019-04-01,43.25,133.41,8.31,35.51,25.64,6.01,0.94,10.1,17.23,3.16,5.88,0.93,126.0,Moderate,4,1,0,44.75,133.71,45.4,0.88,0.8933333333333332
Visakhapatnam,2019-04-02,28.42,103.06,11.85,36.19,28.89,5.34,0.95,17.8,10.37,2.34,5.13,0.71,108.0,Moderate,4,2,1,43.25,133.41,35.51,0.94,0.9233333333333332
Visakhapatnam,2019-04-03,27.5,89.44,13.6,35.23,29.79,5.19,0.88,14.67,9.43,1.83,3.93,0.7,101.0,Moderate,4,3,2,28.42,103.06,36.19,0.95,0.9233333333333332
Visakhapatnam,2019-04-04,27.02,103.61,20.57,32.42,33.96,4.97,0.87,21.15,4.48,3.23,4.9,1.02,91.0,Satisfactory,4,4,3,27.5,89.44,35.23,0.88,0.8999999999999999
Visakhapatnam,2019-04-05,23.63,77.64,21.08,25.85,30.79,5.33,0.72,19.17,4.17,2.34,4.15,0.9,96.0,Satisfactory,4,5,4,27.02,103.61,32.42,0.87,0.8233333333333333
Visakhapatnam,2019-04-06,32.96,109.5,13.85,43.6,34.45,6.14,0.63,8.55,9.24,2.85,5.75,0.88,86.0,Satisfactory,4,6,5,23.63,77.64,25.85,0.72,0.7399999999999999
Visakhapatnam,2019-04-07,25.61,85.39,8.02,41.37,28.52,5.39,0.64,12.44,17.83,2.48,5.67,0.79,105.0,Moderate,4,7,6,32.96,109.5,43.6,0.63,0.6633333333333332
Visakhapatnam,2019-04-08,22.42,79.8,14.26,22.97,23.82,4.41,0.8,4.42,5.25,2.47,4.12,0.87,81.0,Satisfactory,4,8,0,25.61,85.39,41.37,0.64,0.6899999999999998
Visakhapatnam,2019-04-09,23.73,81.76,19.81,23.77,28.74,5.25,0.85,6.88,5.09,2.87,5.12,0.74,80.0,Satisfactory,4,9,1,22.42,79.8,22.97,0.8,0.7633333333333332
Visakhapatnam,2019-04-10,33.69,99.18,14.32,22.46,23.58,5.62,0.66,5.13,9.26,2.02,3.52,0.66,100.0,Satisfactory,4,10,2,23.73,81.76,23.77,0.85,0.7699999999999999
Visakhapatnam,2019-04-11,30.485,102.875,14.4,32.375,28.925,5.955,0.73,6.35,19.885,2.775,5.385,1.02,86.0,Satisfactory,4,11,3,33.69,99.18,22.46,0.66,0.7466666666666666
Visakhapatnam,2019-04-13,27.28,106.57,14.48,42.29,34.27,6.29,0.8,7.57,30.51,3.53,7.25,1.38,96.0,Satisfactory,4,13,5,30.485,102.875,32.375,0.73,0.7299999999999999
Visakhapatnam,2019-04-14,20.65,85.16,16.65,31.55,30.32,6.09,0.71,9.19,7.99,2.46,6.18,0.72,99.0,Satisfactory,4,14,6,27.28,106.57,42.29,0.8,0.7466666666666665
Visakhapatnam,2019-04-15,28.84,107.04,20.1,36.27,35.64,6.95,0.84,16.08,7.94,3.54,5.54,1.46,89.0,Satisfactory,4,15,0,20.65,85.16,31.55,0.71,0.7833333333333332
Visakhapatnam,2019-04-16,31.45,120.82,20.27,42.89,39.3,7.41,0.87,19.8,9.43,4.6,7.18,1.72,110.0,Moderate,4,16,1,28.84,107.04,36.27,0.84,0.8066666666666666
Visakhapatnam,2019-04-17,35.3,116.16,15.75,33.42,30.58,7.0,0.8,6.68,10.95,2.97,5.23,1.21,114.0,Moderate,4,17,2,31.45,120.82,42.89,0.87,0.8366666666666666
Visakhapatnam,2019-04-18,31.25,102.2,15.92,24.69,26.08,5.86,0.75,5.09,7.71,1.83,4.44,0.72,111.0,Moderate,4,18,3,35.3,116.16,33.42,0.8,0.8066666666666666
Visakhapatnam,2019-04-19,22.48,68.45,10.03,18.99,18.27,5.28,0.65,3.89,8.0,1.3,3.58,0.48,88.0,Satisfactory,4,19,4,31.25,102.2,24.69,0.75,0.7333333333333333
Visakhapatnam,2019-04-20,21.76,73.93,14.91,28.49,27.27,5.19,0.71,4.05,8.68,1.56,4.51,0.7,71.0,Satisfactory,4,20,5,22.48,68.45,18.99,0.65,0.7033333333333333
Visakhapatnam,2019-04-21,25.62,86.99,20.55,44.16,40.2,6.25,0.79,2.61,7.01,3.47,9.56,1.7,79.0,Satisfactory,4,21,6,21.76,73.93,28.49,0.71,0.7166666666666667
Visakhapatnam,2019-04-22,29.58,78.81,8.56,33.58,24.82,6.46,0.65,3.6,23.29,2.45,5.58,1.07,85.0,Satisfactory,4,22,0,25.62,86.99,44.16,0.79,0.7166666666666665
Visakhapatnam,2019-04-23,26.19,68.03,10.22,26.87,22.6,5.44,0.61,3.32,17.99,1.7,3.72,0.66,72.0,Satisfactory,4,23,1,29.58,78.81,33.58,0.65,0.6833333333333332
Visakhapatnam,2019-04-24,21.88,60.43,13.66,22.74,23.2,5.26,0.6,2.76,8.57,1.87,4.71,0.56,63.0,Satisfactory,4,24,2,26.19,68.03,26.87,0.61,0.6199999999999999
Visakhapatnam,2019-04-25,37.51,114.06,14.93,23.73,24.76,5.05,0.88,3.31,8.22,2.18,4.54,0.9,83.0,Satisfactory,4,25,3,21.88,60.43,22.74,0.6,0.6966666666666664
Visakhapatnam,2019-04-26,38.9,120.33,12.73,27.19,24.81,24.31,0.79,2.88,11.15,2.46,3.92,0.86,116.0,Moderate,4,26,4,37.51,114.06,23.73,0.88,0.7566666666666665
Visakhapatnam,2019-04-27,29.45,96.85,12.22,23.62,22.35,34.25,1.01,2.41,9.02,1.9,4.55,0.73,113.0,Moderate,4,27,5,38.9,120.33,27.19,0.79,0.8933333333333332
Visakhapatnam,2019-04-28,25.92,104.1,16.81,19.16,23.85,38.69,0.83,3.27,8.65,2.88,3.22,0.61,102.0,Moderate,4,28,6,29.45,96.85,23.62,1.01,0.8766666666666666
Visakhapatnam,2019-04-29,18.89,65.88,14.16,15.71,19.87,42.9,0.61,5.58,7.06,1.89,3.17,0.58,85.0,Satisfactory,4,29,0,25.92,104.1,19.16,0.83,0.8166666666666665
Visakhapatnam,2019-04-30,12.9,52.79,8.44,15.86,15.3,43.25,0.61,5.1,10.51,1.08,2.73,0.32,56.0,Satisfactory,4,30,1,18.89,65.88,15.71,0.61,0.6833333333333332
Visakhapatnam,2019-05-01,13.18,50.34,4.75,18.79,13.85,25.06,0.58,5.3,10.63,1.14,3.53,0.38,46.0,Good,5,1,2,12.9,52.79,15.86,0.61,0.5999999999999999
Visakhapatnam,2019-05-02,15.1,55.1,9.33,35.9,26.68,13.04,0.57,6.22,5.82,1.88,4.35,0.91,50.0,Good,5,2,3,13.18,50.34,18.79,0.58,0.5866666666666666
